raw_comment,clean_comment
Definitely Madara is NR2  We can debate if he is NR1 but we have confirmation that Kaguya has .ore chakra than him and she is the origin of chakra itself in Naruto verse. So ill give her NR1 but Definitely madara is NR2 there is no way Naruto or Sasuke can 1vs1 a Borderline immortal madara with limitless chakra who LITERALLY LAUGHED AT NARUTO saying he cant beat him alone with half of the 6paths power.  Ppl wank Naruto and Sasuke a lot but Considering The OMG BIG ATTACKS ain't doing shit to madara not can he only absorb Jutsus but MF has mastery of truth seeking orbs that is only seen being surpassed by obito since thats all obito ever did with 6paths power and MF madara with 1 Renigan was more than confident he could take on Jubito by himself  with 1 Renigan and Hashirama sage mode by himself.  So that really shows where Madara Scale and the 10 tail amp should be FAR FAR SUPERIOR then Naruto and Sasukes amp even with half of Haguramos power. At least on a 1vs1 they ain't winning vs him. specially since they have no way to kill him....they couldn't even seal him on a 2vs1 let alone kill him on a 1vs1.,definitely madara is nr2 we can debate if he is nr1 but we have confirmation that kaguya has ore chakra than him and she is the origin of chakra itself in naruto verse so ill give her nr1 but definitely madara is nr2 there is no way naruto or sasuke can 1vs1 a borderline immortal madara with limitless chakra who literally laughed at naruto saying he cant beat him alone with half of the 6paths power ppl wank naruto and sasuke a lot but considering the omg big attacks aint doing shit to madara not can he only absorb jutsus but mf has mastery of truth seeking orbs that is only seen being surpassed by obito since thats all obito ever did with 6paths power and mf madara with 1 renigan was more than confident he could take on jubito by himself with 1 renigan and hashirama sage mode by himself so that really shows where madara scale and the 10 tail amp should be far far superior then naruto and sasukes amp even with half of haguramos power at least on a 1vs1 they aint winning vs him specially since they have no way to kill himthey couldnt even seal him on a 2vs1 let alone kill him on a 1vs1
"perfect list, most people forget that in the last fight of the series naruto vs sasuke, naruto only had 50% of kurama while other 50% +8 other tiled beast had sasuke, so basicaly it was 50% kurama vs 50% kurama and naruto vs sasuke + 8 beasts
absolutely crazy 💀
sorry for bad grammar, hope its not too bad✌️",perfect list most people forget that in the last fight of the series naruto vs sasuke naruto only had 50 of kurama while other 50 8 other tiled beast had sasuke so basicaly it was 50 kurama vs 50 kurama and naruto vs sasuke 8 beasts absolutely crazy sorry for bad grammar hope its not too bad
"If Hinata had the Tenseigan, then She'd be in the top 5.",if hinata had the tenseigan then shed be in the top 5
"Kakashi's use of kamui doesnt teleport the whole person to the dimension tho, just large parts making it more of an anti-defense kinda attack not a ""teleport you elsewhere"" kinda attack",kakashis use of kamui doesnt teleport the whole person to the dimension tho just large parts making it more of an antidefense kinda attack not a teleport you elsewhere kinda attack
"1. Prime Hagoromo 
2. Unnerfed Madara with rinne-sharingan and
using all rinnegan abilities at full potential 
3. Kaguya with rinne-sharingan 
4. Sasuke with using all rinnegan abilities at full potential
5. Naruto with using TSBs at full potential
6. DMS Kakashi
7. Juubito with Kamui
8. Prime Hamura
9. 8th gate Gai
10. SM Hashirama
11. KCM2 Edo Minato
12. Edo Nagato
13. Prime Tobirama
14. Edo Itachi
15. Prime Hiruzen",1 prime hagoromo 2 unnerfed madara with rinnesharingan and using all rinnegan abilities at full potential 3 kaguya with rinnesharingan 4 sasuke with using all rinnegan abilities at full potential 5 naruto with using tsbs at full potential 6 dms kakashi 7 juubito with kamui 8 prime hamura 9 8th gate gai 10 sm hashirama 11 kcm2 edo minato 12 edo nagato 13 prime tobirama 14 edo itachi 15 prime hiruzen
Tbh I’m more interested in the Part 1 timeline before everybody turned into gods…,tbh im more interested in the part 1 timeline before everybody turned into gods
"1. Kaguya
2. Hagoromo
3. Madara
4. Naruto
5. Sasuke
6. Obito
7. Kakashi
8. Hashirama
9. Minato 

Guy does not scale to anyone over Hashirama, Guy cannot kill Hashirama and Minato certainly can kite him out of the duration of the 8 gates.",1 kaguya 2 hagoromo 3 madara 4 naruto 5 sasuke 6 obito 7 kakashi 8 hashirama 9 minato guy does not scale to anyone over hashirama guy cannot kill hashirama and minato certainly can kite him out of the duration of the 8 gates
Hagoromo doesn't technically exist i guess,hagoromo doesnt technically exist i guess
8 gates guy claps kakashi,8 gates guy claps kakashi
1 more person and their in the tournament of power,1 more person and their in the tournament of power
Btw six said that I think it was the databooks said that only kaguya has enough chakra to use the rinnesharingan for dimensional traveling so you have to keep that in mind if you are talking about dms kakashi vs madara,btw six said that i think it was the databooks said that only kaguya has enough chakra to use the rinnesharingan for dimensional traveling so you have to keep that in mind if you are talking about dms kakashi vs madara
You forgot about the ninja ostrich,you forgot about the ninja ostrich
"Can we just talk about how many different powers and combos contribute to the sheer strength of those characters?

And then Guy knows like 10 jutsus at most and is STILL on the list?",can we just talk about how many different powers and combos contribute to the sheer strength of those characters and then guy knows like 10 jutsus at most and is still on the list
I’ve never followed your podcast purely out of spite of you plugging it every video,ive never followed your podcast purely out of spite of you plugging it every video
"Also Madara doesn’t have the chakra needed to use Amenominaka, it was specifically stated the only person with enough chakra to use it in any capacity was kaguya",also madara doesnt have the chakra needed to use amenominaka it was specifically stated the only person with enough chakra to use it in any capacity was kaguya
It's kind of crazy for me to think. Did Obito ever take damage from random items flying through the kamui dimension? Like what if he dodged a fist right as Kakashi transported a kunai and got hit in the shoulder or something? How wild would it be for the person fighting Obito?,its kind of crazy for me to think did obito ever take damage from random items flying through the kamui dimension like what if he dodged a fist right as kakashi transported a kunai and got hit in the shoulder or something how wild would it be for the person fighting obito
Where’s Zetsu?,wheres zetsu
"I would replace someone with sakura, idk who but someone, probably hashirama or minato",i would replace someone with sakura idk who but someone probably hashirama or minato
"Haguromo, just watching this.",haguromo just watching this
I think bro forgot hagaromo and hamura 😂,i think bro forgot hagaromo and hamura
"Random thought, what would happen if the 10 tails at full power just appeared on an island in the new world (One Piece Obv)? Don't really expect an answer but I wanted to ask somewhere.",random thought what would happen if the 10 tails at full power just appeared on an island in the new world one piece obv dont really expect an answer but i wanted to ask somewhere
30:52 because for the plot he was nerfed so hard like he could easily kill obito in 4th great ninja war multiple times like even black zetsu was able to put a hole in jubidara and minato should have easily able to kill obito and making minato look like idiot in 4th great ninja war like what the hell ? Wasn't he is the one of the genius shinobi to ever exists,3052 because for the plot he was nerfed so hard like he could easily kill obito in 4th great ninja war multiple times like even black zetsu was able to put a hole in jubidara and minato should have easily able to kill obito and making minato look like idiot in 4th great ninja war like what the hell wasnt he is the one of the genius shinobi to ever exists
Thank youuu respect on Kaguya.  They literally had to jump her just to seal her.  They are not stronger than her 😂,thank youuu respect on kaguya they literally had to jump her just to seal her they are not stronger than her
Monetization,monetization
Where is Hagaromo?,where is hagaromo
sleeeeeping on might guy,sleeeeeping on might guy
If a person obtains a non awakened sharingan can they awaken it themselves?,if a person obtains a non awakened sharingan can they awaken it themselves
bro caped so hard,bro caped so hard
they got to touch Kaguya simultaneously.. 😔,they got to touch kaguya simultaneously
I think Kibas dog should’ve been number 1,i think kibas dog shouldve been number 1
"Where's Hagaromo?
He's no.1.",wheres hagaromo hes no1
"At this point, I’m really very tired of refuting the point that Naruto loses Jubi Madara. For once, please just hear me out on this. Naruto had been fighting for almost 3 days nonstop at the same tier as when he fought Madara. Madara had been fighting for what, 20 minutes. Let Madara wear himself out for pushing 3 days and let’s revisit this fight",at this point im really very tired of refuting the point that naruto loses jubi madara for once please just hear me out on this naruto had been fighting for almost 3 days nonstop at the same tier as when he fought madara madara had been fighting for what 20 minutes let madara wear himself out for pushing 3 days and lets revisit this fight
The disrespect on Kiba,the disrespect on kiba
"Kaguya couldn't be killed and had to be sealed by Hagoromo and hamura working together

Meanwhile, Sasuke and Naruto had help from Sakura and Kakashi with both of Obito's mangekyo sharingan

Kaguya only ever lost because she got outnumbered, outsmarted and had the ten tails removed both times",kaguya couldnt be killed and had to be sealed by hagoromo and hamura working together meanwhile sasuke and naruto had help from sakura and kakashi with both of obitos mangekyo sharingan kaguya only ever lost because she got outnumbered outsmarted and had the ten tails removed both times
Day 44 of asking Nick to do a you know nothing about zabuza,day 44 of asking nick to do a you know nothing about zabuza
i agree but dms obito managed to sync kamui with one of kaguya’s portal,i agree but dms obito managed to sync kamui with one of kaguyas portal
"DMS Obito also has dimension hopping abilities tho (with aid of Sakura, sure but could you imagine a prime DMS Obito???)",dms obito also has dimension hopping abilities tho with aid of sakura sure but could you imagine a prime dms obito
"I basically agree. The only caveat I have is since it’s meaning adult Naruto and Sasuke from chapter 700. That means the last has happened and Toneri is stronger than Kaguya from statements and promotional material. And can possibly be after Momoshiki and he’s stronger than Toneri. So Naruto and Sasuke over Kaguya.. BUT.. 
if you’re just meaning within the 700 chapters of Naruto at the time of release which didn’t have The Last or the Boruto movie then yeah Adult Naruto and Sasuke are featless at that point in time.",i basically agree the only caveat i have is since its meaning adult naruto and sasuke from chapter 700 that means the last has happened and toneri is stronger than kaguya from statements and promotional material and can possibly be after momoshiki and hes stronger than toneri so naruto and sasuke over kaguya but if youre just meaning within the 700 chapters of naruto at the time of release which didnt have the last or the boruto movie then yeah adult naruto and sasuke are featless at that point in time
